genelist,Ensembl.ID
NBPF20,ENSG00000162825
NBPF21P,ENSG00000231382
NBPF22P,ENSG00000205449
NBPF25P,ENSG00000272150
NBPF26,ENSG00000273136
NBPF2P,ENSG00000227001
NBPF3,ENSG00000142794
NBPF4,ENSG00000196427
NBPF5P,ENSG00000243967
NBPF6,ENSG00000186086
NBPF7,ENSG00000215864
NBPF8,ENSG00000270231
NBPF9,ENSG00000269713
NBR1,ENSG00000188554
NBR2,ENSG00000198496
NCALD,ENSG00000104490
NCAM1,ENSG00000149294
NCAM1-AS1,ENSG00000227487
NCAM2,ENSG00000154654
NCAN,ENSG00000130287
NCAPD2,ENSG00000010292
NCAPD2P1,ENSG00000230356
NCAPG,ENSG00000109805
NCAPH2,ENSG00000025770
NCBP2,ENSG00000114503
NCBP2-AS1,ENSG00000225578
NCBP2L,ENSG00000170935
NCEH1,ENSG00000144959
NCF1,ENSG00000158517
NCF1C,ENSG00000165178
NCF4-AS1,ENSG00000183822
NCK1-DT,ENSG00000239213
NCK2,ENSG00000071051
NCKAP5,ENSG00000176771
NCKAP5-AS1,ENSG00000233729
NCKAP5-AS2,ENSG00000226953
NCKAP5-IT1,ENSG00000232474
NCKAP5L,ENSG00000167566
NCKIPSD,ENSG00000213672
NCL,ENSG00000115053
NCLP2,ENSG00000234228
NCMAP-DT,ENSG00000264443
NCOA2,ENSG00000140396
NCOA4P2,ENSG00000249934
NCOA4P3,ENSG00000249245
NCOA4P4,ENSG00000249215
NCOA5,ENSG00000124160
NCOA7,ENSG00000111912
NCOA7-AS1,ENSG00000232131
NCOR1,ENSG00000141027
NCOR1P1,ENSG00000240108
NCOR1P3,ENSG00000233601
NCOR2,ENSG00000196498
NCR1,ENSG00000189430
NCR2,ENSG00000096264
NCR3,ENSG00000204475
NCS1,ENSG00000107130
NCSTNP1,ENSG00000219592
NDC1,ENSG00000058804
NDC80,ENSG00000080986
NDE1,ENSG00000072864
NDE1P2,ENSG00000271337
NDEL1,ENSG00000166579
NDFIP1,ENSG00000131507
NDFIP1P1,ENSG00000255892
NDFIP2,ENSG00000102471
NDN,ENSG00000182636
NDOR1,ENSG00000188566
NDP-AS1,ENSG00000236276
NDRG1,ENSG00000104419
NDRG2,ENSG00000165795
NDST1,ENSG00000070614
NDST1-AS1,ENSG00000254333
NDST3,ENSG00000164100
NDST4,ENSG00000138653
NDUFA1,ENSG00000125356
NDUFA11,ENSG00000174886
NDUFA12,ENSG00000184752
NDUFA12P1,ENSG00000225999
NDUFA2,ENSG00000131495
NDUFA3,ENSG00000170906
NDUFA3P4,ENSG00000259262
NDUFA3P6,ENSG00000262366
NDUFA4,ENSG00000189043
NDUFA4L2,ENSG00000185633
NDUFA4P2,ENSG00000236691
NDUFA5,ENSG00000128609
NDUFA5P1,ENSG00000232390
NDUFA5P10,ENSG00000224927
NDUFA5P11,ENSG00000259918
NDUFA5P12,ENSG00000248531
NDUFA5P2,ENSG00000253454
NDUFA5P5,ENSG00000242365
NDUFA5P8,ENSG00000236987
NDUFA5P9,ENSG00000220831
NDUFA7,ENSG00000267855
NDUFA8,ENSG00000119421
NDUFA8P1,ENSG00000271710
NDUFA9,ENSG00000139180
NDUFAF2,ENSG00000164182
NDUFAF4P2,ENSG00000213483
NDUFAF5,ENSG00000101247
NDUFAF6,ENSG00000156170
NDUFAF7,ENSG00000003509
NDUFAF8,ENSG00000224877
NDUFB1,ENSG00000183648
NDUFB10,ENSG00000140990
NDUFB10P1,ENSG00000260870
NDUFB10P2,ENSG00000261624
NDUFB1P1,ENSG00000231884
NDUFB2,ENSG00000090266
NDUFB2-AS1,ENSG00000240889
NDUFB2P1,ENSG00000249074
NDUFB3,ENSG00000119013
NDUFB4,ENSG00000065518
NDUFB4P1,ENSG00000242510
NDUFB4P10,ENSG00000232880
NDUFB4P3,ENSG00000231096
NDUFB4P6,ENSG00000235258
NDUFB4P7,ENSG00000225428
NDUFB4P8,ENSG00000223663
NDUFB5P1,ENSG00000251025
NDUFB6,ENSG00000165264
NDUFB7,ENSG00000099795
NDUFB8,ENSG00000166136
NDUFB8P1,ENSG00000258972
NDUFB8P2,ENSG00000270264
NDUFC2,ENSG00000151366
NDUFS1,ENSG00000023228
NDUFS5P2,ENSG00000234226
NDUFS5P4,ENSG00000251437
NDUFS5P5,ENSG00000230671
NDUFS5P6,ENSG00000255531
NDUFS6,ENSG00000145494
NDUFS8,ENSG00000110717
NDUFV1,ENSG00000167792
NDUFV2,ENSG00000178127
NDUFV2P1,ENSG00000267809
NDUFV3,ENSG00000160194
NEBL,ENSG00000078114
NEBL-AS1,ENSG00000231920
NECAB1,ENSG00000123119
NECAB2,ENSG00000103154
NECAP1,ENSG00000089818
NECAP1P1,ENSG00000178503
NECTIN1,ENSG00000110400
NECTIN3,ENSG00000177707
NECTIN3-AS1,ENSG00000242242
NECTIN4,ENSG00000143217
NEDD1,ENSG00000139350
NEDD4L,ENSG00000049759
NEDD8,ENSG00000129559
NEFH,ENSG00000100285
NEFHP1,ENSG00000223489
NEFM,ENSG00000104722
NEFMP1,ENSG00000224697
NEGR1-IT1,ENSG00000228853
NEIL1,ENSG00000140398
NEIL2,ENSG00000154328
NEK1,ENSG00000137601
NEK2P4,ENSG00000230450
NEK3,ENSG00000136098
NEK4,ENSG00000114904
NEK4P1,ENSG00000225735
NEK4P2,ENSG00000264359
NEK4P3,ENSG00000270754
NEK5,ENSG00000197168
NEK6,ENSG00000119408
NEK7,ENSG00000151414
NEK8,ENSG00000160602
NEK9,ENSG00000119638
NELFB,ENSG00000188986
NELL2,ENSG00000184613
NEMF,ENSG00000165525
NEMP1,ENSG00000166881
NENF,ENSG00000117691
NEPNP,ENSG00000218233
NES,ENSG00000132688
NETO2,ENSG00000171208
NEURL1-AS1,ENSG00000235470
NEUROG1,ENSG00000181965
NEUROG2,ENSG00000178403
NEUROG2-AS1,ENSG00000249509
NEUROG3,ENSG00000122859
NEXN,ENSG00000162614
NF1P10,ENSG00000277529
NF1P11,ENSG00000278184
NF1P12,ENSG00000258360
NF1P3,ENSG00000183249
NF1P5,ENSG00000175319
NF1P6,ENSG00000224435
NF1P7,ENSG00000278143
NF1P8,ENSG00000236956
NF1P9,ENSG00000281347
NFATC1,ENSG00000131196
NFATC3,ENSG00000072736
NFATC4,ENSG00000100968
NFE2,ENSG00000123405
NFE2L1,ENSG00000082641
NFE2L2,ENSG00000116044
NFIA,ENSG00000162599
NFIA-AS1,ENSG00000237853
NFIA-AS2,ENSG00000237928
NFIB,ENSG00000147862
NFIL3,ENSG00000165030
NFYA,ENSG00000001167
NFYC,ENSG00000066136
NFYC-AS1,ENSG00000272145
NGB,ENSG00000165553
NGEF,ENSG00000066248
NGF-AS1,ENSG00000228035
NGLY1,ENSG00000151092
NHLH2,ENSG00000177551
NHLRC1,ENSG00000187566
NHS,ENSG00000188158
NHS-AS1,ENSG00000230020
NHSL1,ENSG00000135540
NHSL2,ENSG00000204131
NIBAN2,ENSG00000136830
NIBAN3,ENSG00000167483
NICN1,ENSG00000145029
NIFKP1,ENSG00000214434
NIFKP2,ENSG00000251122
NIFKP3,ENSG00000256331
NIFKP6,ENSG00000268144
NIFKP7,ENSG00000251590
NIFKP8,ENSG00000259449
NIM1K,ENSG00000177453
NIN,ENSG00000100503
NINL,ENSG00000101004
NIP7P1,ENSG00000232805
NIP7P2,ENSG00000213264
NIP7P3,ENSG00000218428
NIPA1,ENSG00000170113
NIPA2,ENSG00000140157
NIPA2P1,ENSG00000225843
NIPA2P2,ENSG00000241022
NIPA2P3,ENSG00000271486
NIPA2P4,ENSG00000254151
NIPA2P5,ENSG00000236277
NIPAL1,ENSG00000163293
NIPAL2,ENSG00000104361
NIPBL,ENSG00000164190
NIPBL-DT,ENSG00000285967
NIPSNAP1,ENSG00000184117
NIPSNAP2,ENSG00000146729
NIPSNAP3A,ENSG00000136783
NISCH,ENSG00000010322
NIT1,ENSG00000158793
NKAIN1P1,ENSG00000242943
NKAIN2,ENSG00000188580
NKAIN3,ENSG00000185942
NKAIN4,ENSG00000101198
NKAP,ENSG00000101882
NKILA,ENSG00000278709
NKIRAS1,ENSG00000197885
NKIRAS2,ENSG00000168256
NKX1-2,ENSG00000229544
NKX2-1,ENSG00000136352
NKX2-2,ENSG00000125820
NKX2-3,ENSG00000119919
NKX2-4,ENSG00000125816
NKX2-6,ENSG00000180053
NKX2-8,ENSG00000136327
NKX3-1,ENSG00000167034
NKX3-2,ENSG00000109705
NKX6-2,ENSG00000148826
NKX6-3,ENSG00000165066
NLGN1,ENSG00000169760
NLGN1-AS1,ENSG00000228213
NLGN4Y-AS1,ENSG00000228787
NLN,ENSG00000123213
NLRP13,ENSG00000173572
NLRP2B,ENSG00000215174
NLRP3,ENSG00000162711
NLRP3P1,ENSG00000277883
NLRP4,ENSG00000160505
NLRP6,ENSG00000174885
NLRP7,ENSG00000167634
NLRP8,ENSG00000179709
NLRP9,ENSG00000185792
NLRP9P1,ENSG00000256581
NLRX1,ENSG00000160703
NMB,ENSG00000197696
NMBR,ENSG00000135577
NMBR-AS1,ENSG00000236822
NMD3,ENSG00000169251
NMD3P1,ENSG00000226342
NME5,ENSG00000112981
NME7,ENSG00000143156
NME8,ENSG00000086288
NMNAT1,ENSG00000173614
NMNAT1P3,ENSG00000238077
NMNAT1P5,ENSG00000259573
NMNAT2,ENSG00000157064
NMNAT3,ENSG00000163864
NMRK1,ENSG00000106733
NMRK2,ENSG00000077009
NMS,ENSG00000204640
NMT1,ENSG00000136448
NMTRS-TGA3-1,ENSG00000241225
NMUR1,ENSG00000171596
NMUR2,ENSG00000132911
NNMT,ENSG00000166741
NNT,ENSG00000112992
NNT-AS1,ENSG00000248092
NOA1,ENSG00000084092
NOB1,ENSG00000141101
NOC2L,ENSG00000188976
NOC2LP1,ENSG00000213225
NOC2LP2,ENSG00000217950
NOCT,ENSG00000151014
NOD1,ENSG00000106100
NOD2,ENSG00000167207
NODAL,ENSG00000156574
NOG,ENSG00000183691
NOL3,ENSG00000140939
NOL4L,ENSG00000197183
NOL4L-DT,ENSG00000204393
NOL8,ENSG00000198000
NOMO3,ENSG00000103226
NONOP2,ENSG00000237522
NOP10,ENSG00000182117
NOP14,ENSG00000087269
NOP14-AS1,ENSG00000249673
NOP16,ENSG00000048162
NOP2,ENSG00000111641
NOP53-AS1,ENSG00000269656
NOP56,ENSG00000101361
NOP56P2,ENSG00000226626
NOP56P3,ENSG00000257956
NOP58,ENSG00000055044
NOP9,ENSG00000196943
NORAD,ENSG00000260032
NOS1,ENSG00000089250
NOS1AP,ENSG00000198929
NOS2P1,ENSG00000265788
NOS2P2,ENSG00000167494
NOS2P3,ENSG00000230528
NOS2P4,ENSG00000264892
NOS3,ENSG00000164867
NOSIP,ENSG00000142546
NOSTRIN,ENSG00000163072
NOTCH1,ENSG00000148400
NOTCH2,ENSG00000134250
NOTCH2NLA,ENSG00000264343
NOTCH2NLB,ENSG00000286019
NOTCH2NLC,ENSG00000286219
NOTCH2P1,ENSG00000226446
NOTCH3,ENSG00000074181
NOTCH4,ENSG00000204301
NOTO,ENSG00000214513
NOTUM,ENSG00000185269
NOVA1,ENSG00000139910
NOVA2,ENSG00000104967
NOX3,ENSG00000074771
NOX4,ENSG00000086991
NOX5,ENSG00000255346
NOXRED1,ENSG00000165555
NPAP1L,ENSG00000278499
NPAP1P2,ENSG00000214695
NPAP1P3,ENSG00000237740
NPAP1P4,ENSG00000236521
NPAP1P6,ENSG00000238002
NPAP1P7,ENSG00000277357
NPAS2,ENSG00000170485
NPAS2-AS1,ENSG00000230140
NPAS3,ENSG00000151322
NPAS4,ENSG00000174576
NPC1,ENSG00000141458
NPEPPS,ENSG00000141279
NPFF,ENSG00000139574
NPHP1,ENSG00000144061
NPHP3,ENSG00000113971
NPHP3-ACAD11,ENSG00000274810
NPHP4,ENSG00000131697
NPHS1,ENSG00000161270
NPIPA1,ENSG00000183426
NPIPA3,ENSG00000224712
NPIPA5,ENSG00000183793
NPIPA8,ENSG00000214940
NPIPA9,ENSG00000233024
NPIPB10P,ENSG00000196796
NPIPB14P,ENSG00000226232
NPIPB15,ENSG00000196436
NPIPB1P,ENSG00000257513
NPIPB2,ENSG00000234719
NPIPB3,ENSG00000169246
NPIPB4,ENSG00000185864
NPIPB5,ENSG00000243716
NPIPB7,ENSG00000233232
NPIPB9,ENSG00000196993
NPIPP1,ENSG00000188599
NPL,ENSG00000135838
NPLOC4,ENSG00000182446
NPM1,ENSG00000181163
NPM1P1,ENSG00000267652
NPM1P13,ENSG00000232492
NPM1P17,ENSG00000242070
NPM1P21,ENSG00000248578
NPM1P22,ENSG00000227969
NPM1P24,ENSG00000215086
NPM1P25,ENSG00000229417
NPM1P28,ENSG00000240804
NPM1P30,ENSG00000228219
NPM1P32,ENSG00000213239
NPM1P33,ENSG00000213925
NPM1P35,ENSG00000255213
NPM1P37,ENSG00000219085
NPM1P39,ENSG00000225159
NPM1P40,ENSG00000236523
NPM1P41,ENSG00000248543
NPM1P42,ENSG00000259259
NPM1P43,ENSG00000259440
NPM1P46,ENSG00000213104
NPM1P49,ENSG00000226556
NPM1P52,ENSG00000253663
NPM1P9,ENSG00000231066
NPM2,ENSG00000158806
NPM3,ENSG00000107833
NPPB,ENSG00000120937
NPR1,ENSG00000169418
NPR2,ENSG00000159899
NPR3,ENSG00000113389
NPRL3,ENSG00000103148
NPS,ENSG00000214285
NPSR1,ENSG00000187258
NPSR1-AS1,ENSG00000197085
NPTX1,ENSG00000171246
NPTX2,ENSG00000106236
NPTXR,ENSG00000221890
NPVF,ENSG00000105954
NPY,ENSG00000122585
NPY6R,ENSG00000226306
NQO2,ENSG00000124588
NQO2-AS1,ENSG00000224846
NR0B1,ENSG00000169297
NR0B2,ENSG00000131910
NR1D1,ENSG00000126368
NR1D2,ENSG00000174738
NR1H3,ENSG00000025434
NR1H4,ENSG00000012504
NR1I2,ENSG00000144852
NR2C1,ENSG00000120798
NR2C2,ENSG00000177463
NR2C2AP,ENSG00000184162
NR2F1,ENSG00000175745
NR2F2-AS1,ENSG00000247809
NR2F6,ENSG00000160113
NR3C1,ENSG00000113580
NR3C2,ENSG00000151623
NR4A1AS,ENSG00000259884
NR4A2,ENSG00000153234
NR5A1,ENSG00000136931
NRADDP,ENSG00000236409
NRARP,ENSG00000198435
NRAV,ENSG00000248008
NRBF2,ENSG00000148572
NRBF2P1,ENSG00000267797
NRBF2P2,ENSG00000226933
NRBF2P3,ENSG00000237415
NRBF2P4,ENSG00000253228
NRBF2P5,ENSG00000270427
NRBP2,ENSG00000185189
NRDC,ENSG00000078618
NRF1,ENSG00000106459
NRG1,ENSG00000157168
NRG1-IT1,ENSG00000253974
NRG2,ENSG00000158458
NRG3,ENSG00000185737
NRG4,ENSG00000169752
NRGN,ENSG00000154146
NRIP2,ENSG00000053702
NRIP3,ENSG00000175352
NRIR,ENSG00000225964
NRK,ENSG00000123572
NRN1L,ENSG00000188038
NRON,ENSG00000253079
NRP2,ENSG00000118257
NRSN1,ENSG00000152954
NRTN,ENSG00000171119
NRXN2,ENSG00000110076
NRXN2-AS1,ENSG00000237410
NSA2,ENSG00000164346
NSD2,ENSG00000109685
NSD3,ENSG00000147548
NSDHL,ENSG00000147383
NSFP1,ENSG00000260075
NSG1,ENSG00000168824
NSG2,ENSG00000170091
NSMAF,ENSG00000035681
NSMCE1-DT,ENSG00000245888
NSMCE2,ENSG00000156831
NSMCE3,ENSG00000185115
NSMF,ENSG00000165802
NSRP1,ENSG00000126653
NSUN3,ENSG00000178694
NSUN4,ENSG00000117481
NSUN5,ENSG00000130305
NSUN5P1,ENSG00000223705
NSUN5P2,ENSG00000106133
NSUN6,ENSG00000241058
NSUN7,ENSG00000179299
NT5C,ENSG00000125458
NT5C1A,ENSG00000116981
NT5C1B,ENSG00000185013
NT5C2,ENSG00000076685
NT5C3AP1,ENSG00000213492
NT5CP2,ENSG00000258408
NT5DC1,ENSG00000178425
NT5E,ENSG00000135318
NT5M,ENSG00000205309
NTAN1,ENSG00000157045
NTAN1P1,ENSG00000270965
NTAN1P2,ENSG00000250569
NTAN1P3,ENSG00000256355
NTF3,ENSG00000185652
NTF4,ENSG00000225950
NTF6A,ENSG00000267019
NTF6B,ENSG00000267685
NTF6G,ENSG00000267099
NTHL1,ENSG00000065057
NTM-IT,ENSG00000238262
NTN1,ENSG00000065320
NTN3,ENSG00000162068
NTNG1,ENSG00000162631
NTRK1,ENSG00000198400
NTRK2,ENSG00000148053
NTRK3-AS1,ENSG00000260305
NTS,ENSG00000133636
NUAK1,ENSG00000074590
NUAK2,ENSG00000163545
NUB1,ENSG00000013374
NUBP1,ENSG00000103274
NUBP2,ENSG00000095906
NUBPL,ENSG00000151413
NUCB1,ENSG00000104805
NUCKS1,ENSG00000069275
NUDC,ENSG00000090273
NUDCD1,ENSG00000120526
NUDCD2,ENSG00000170584
NUDT1,ENSG00000106268
NUDT10,ENSG00000122824
NUDT11,ENSG00000196368
NUDT14,ENSG00000183828
NUDT15,ENSG00000136159
NUDT16,ENSG00000198585
NUDT16L1,ENSG00000168101
NUDT16P1,ENSG00000246082
NUDT18,ENSG00000275074
NUDT19,ENSG00000213965
NUDT19P3,ENSG00000216723
NUDT19P4,ENSG00000270900
NUDT19P5,ENSG00000251073
NUDT2,ENSG00000164978
NUDT22,ENSG00000149761
NUDT4B,ENSG00000177144
NUDT4P2,ENSG00000271121
NUDT9,ENSG00000170502
NUDT9P1,ENSG00000234043
NUFIP1,ENSG00000083635
NUFIP1P1,ENSG00000218890
NUMA1,ENSG00000137497
NUMB,ENSG00000133961
NUMBL,ENSG00000105245
NUP133,ENSG00000069248
NUP153,ENSG00000124789
NUP160,ENSG00000030066
NUP188,ENSG00000095319
NUP205,ENSG00000155561
NUP210,ENSG00000132182
NUP210P3,ENSG00000248916
NUP35,ENSG00000163002
NUP35P1,ENSG00000223928
NUP35P2,ENSG00000226285
NUP37,ENSG00000075188
NUP43,ENSG00000120253
NUP50,ENSG00000093000
NUP50-DT,ENSG00000226328
NUP58,ENSG00000139496
NUP58P1,ENSG00000251436
NUP62CL,ENSG00000198088
NUP85,ENSG00000125450
NUP88,ENSG00000108559
NUP93,ENSG00000102900
NUP98,ENSG00000110713
NUPR1,ENSG00000176046
NUS1P1,ENSG00000235636
NUS1P2,ENSG00000234685
NUS1P3,ENSG00000234627
NUS1P4,ENSG00000217686
NUSAP1,ENSG00000137804
NUTF2,ENSG00000102898
NUTF2P2,ENSG00000258300
NUTF2P3,ENSG00000228248
NUTF2P4,ENSG00000234790
NUTF2P5,ENSG00000215227
NUTF2P7,ENSG00000229324
NUTF2P8,ENSG00000270654
NUTM2A,ENSG00000184923
NUTM2A-AS1,ENSG00000223482
NUTM2B,ENSG00000188199
NUTM2B-AS1,ENSG00000225484
NUTM2D,ENSG00000214562
NUTM2E,ENSG00000228570
NUTM2F,ENSG00000130950
NUTM2G,ENSG00000188152
NUTM2HP,ENSG00000232706
NVL,ENSG00000143748
NWD1,ENSG00000188039
NXF1,ENSG00000162231
NXF2,ENSG00000269405
NXF2B,ENSG00000269437
NXF3,ENSG00000147206
NXF4,ENSG00000196970
NXF5,ENSG00000126952
NXNL1,ENSG00000171773
NXNL2,ENSG00000130045
NXPE1,ENSG00000095110
NXPE2,ENSG00000204361
NXPE2P1,ENSG00000255982
NXPE3,ENSG00000144815
NXPH1,ENSG00000122584
NXPH3,ENSG00000182575
NXPH4,ENSG00000182379
NXT1,ENSG00000132661
NXT1-AS1,ENSG00000234832
NXT2,ENSG00000101888
NYAP1,ENSG00000166924
NYAP2,ENSG00000144460
NYNRIN,ENSG00000205978
NYX,ENSG00000188937
OACYLP,ENSG00000224367
OAF,ENSG00000184232
OARD1,ENSG00000124596
OAS1,ENSG00000089127
OAS2,ENSG00000111335
OAS3,ENSG00000111331
OASL,ENSG00000135114
OASL2P,ENSG00000283542
OAT,ENSG00000065154
OAZ1,ENSG00000104904
OAZ2,ENSG00000180304
OBI1,ENSG00000152193
OBI1-AS1,ENSG00000234377
OBP2A,ENSG00000122136
OBP2B,ENSG00000171102
OBSCN,ENSG00000154358
OBSCN-AS1,ENSG00000162913
OBSL1,ENSG00000124006
OC90,ENSG00000253117
OCA2,ENSG00000104044
OCEL1,ENSG00000099330
OCIAD1,ENSG00000109180
OCIAD1-AS1,ENSG00000248256
OCIAD2,ENSG00000145247
OCLM,
OCLNP1,ENSG00000230847
OCM,ENSG00000122543
OCM2,ENSG00000135175
OCRL,ENSG00000122126
OCSTAMP,ENSG00000149635
ODAPH,ENSG00000174792
ODC1,ENSG00000115758
ODC1-DT,ENSG00000257135
ODF3L2,ENSG00000181781
ODF4,ENSG00000184650
OFD1,ENSG00000046651
OFD1P10Y,ENSG00000225466
OFD1P12Y,ENSG00000232585
OFD1P17,ENSG00000228212
OFD1P2Y,ENSG00000226611
OFD1P3Y,ENSG00000231988
OFD1P4Y,ENSG00000229406
OFD1P5Y,ENSG00000240438
OFD1P6Y,ENSG00000242153
OFD1P7Y,ENSG00000238088
OFD1P8Y,ENSG00000231159
OFD1P9Y,ENSG00000230476
OGA,ENSG00000198408
OGDH,ENSG00000105953
OGDHL,ENSG00000197444
OGFOD1P1,ENSG00000231665
OGFOD3,ENSG00000181396
OGFR,ENSG00000060491
OGFR-AS1,ENSG00000229873
OGFRL1,ENSG00000119900
OGFRP1,ENSG00000182057
OGN,ENSG00000106809
OGT,ENSG00000147162
OIP5,ENSG00000104147
OIT3,ENSG00000138315
OLA1P1,ENSG00000213790
OLA1P2,ENSG00000213671
OLA1P3,ENSG00000257966
OLAH,ENSG00000152463
OLFM1,ENSG00000130558
OLFM2,ENSG00000105088
OLFM3,ENSG00000118733
OLFML2A,ENSG00000185585
OLFML2B,ENSG00000162745
OLFML3,ENSG00000116774
OLIG1,ENSG00000184221
OLIG2,ENSG00000205927
OLMALINC,ENSG00000235823
OLR1,ENSG00000173391
OMD,ENSG00000127083
OMG,ENSG00000126861
OMP,ENSG00000254550
ONECUT2,ENSG00000119547
OOSP1,ENSG00000284873
OOSP1P1,ENSG00000238037
OOSP2,ENSG00000149507
OOSP3,ENSG00000285231
OOSP4B,ENSG00000255393
OPA1,ENSG00000198836
OPALIN,ENSG00000197430
OPHN1,ENSG00000079482
OPLAH,ENSG00000178814
OPN1LW,ENSG00000102076
OPN1MW,ENSG00000268221
OPN1MW2,ENSG00000166160
OPN1SW,ENSG00000128617
OPN4,ENSG00000122375
OPRD1,ENSG00000116329
OPRK1,ENSG00000082556
OPRL1,ENSG00000125510
OPRPN,ENSG00000171199
OPTN,ENSG00000123240
OR10A2,ENSG00000170790
OR10A3,ENSG00000170683
OR10A5,ENSG00000166363
OR10A7,ENSG00000179919
OR10AA1P,ENSG00000180409
OR10AB1P,ENSG00000176716
OR10AC1,ENSG00000176510
OR10AE1P,ENSG00000271890
OR10AF1P,ENSG00000255416
OR10AG1,ENSG00000174970
OR10AH1P,ENSG00000272595
OR10AK1P,ENSG00000254807
OR10C1,ENSG00000206474
OR10D1P,ENSG00000196403
OR10D3,ENSG00000197309
OR10D4P,ENSG00000186268
OR10D5P,ENSG00000213182
OR10G1P,ENSG00000273586
OR10G2,ENSG00000255582
OR10G3,ENSG00000169208
OR10G4,ENSG00000254737
OR10G5P,ENSG00000226461
OR10G6,ENSG00000198674
OR10G7,ENSG00000182634
OR10G8,ENSG00000234560
OR10G9,ENSG00000236981
OR10H2,ENSG00000171942
OR10H3,ENSG00000171936
OR10H4,ENSG00000176231
OR10J1,ENSG00000196184
OR10J2P,ENSG00000248642
OR10J3,ENSG00000196266
OR10J4,ENSG00000249730
OR10J5,ENSG00000184155
OR10J6P,ENSG00000158731
OR10J7P,ENSG00000248442
OR10J8P,ENSG00000251686
OR10J9P,ENSG00000249197
OR10K1,ENSG00000173285
OR10K2,ENSG00000180708
OR10N1P,ENSG00000213181
OR10P1,ENSG00000175398
OR10Q1,ENSG00000180475
OR10R1P,ENSG00000227445
OR10R3P,ENSG00000198703
OR10T2,ENSG00000186306
OR10V2P,ENSG00000255538
OR10V3P,ENSG00000254743
OR10W1,ENSG00000172772
OR10Z1,ENSG00000198967
OR11A1,ENSG00000204694
OR11G1P,ENSG00000258468
OR11H1,ENSG00000130538
OR11H7,ENSG00000258806
OR11J2P,ENSG00000258855
OR11J5P,ENSG00000258494
OR11J7P,ENSG00000283524
OR11L1,ENSG00000197591
OR11M1P,ENSG00000224709
OR11N1P,ENSG00000185903
OR11P1P,ENSG00000284742
OR11Q1P,ENSG00000237650
OR12D1,ENSG00000251608
OR12D2,ENSG00000280236
OR12D3,ENSG00000112462
OR13A1,ENSG00000256574
OR13C1P,ENSG00000235248
OR13C2,ENSG00000276119
OR13C4,ENSG00000148136
OR13C5,ENSG00000277556
OR13C6P,ENSG00000179443
OR13D1,ENSG00000179055
OR13E1P,ENSG00000236083
OR13F1,ENSG00000186881
OR13G1,ENSG00000197437
OR13H1,ENSG00000171054
OR13I1P,ENSG00000273423
OR13K1P,ENSG00000237225
OR13Z3P,ENSG00000272480
OR14A2,ENSG00000241128
OR1A1,ENSG00000172146
OR1A2,ENSG00000172150
OR1AA1P,ENSG00000234288
OR1AC1P,ENSG00000267129
OR1B1,ENSG00000280094
OR1C1,ENSG00000221888
OR1D2,ENSG00000184166
OR1D3P,ENSG00000262106
OR1E1,ENSG00000180016
OR1E2,ENSG00000127780
OR1E3,ENSG00000142163
OR1F1,ENSG00000168124
OR1F12,ENSG00000220721
OR1I1,ENSG00000094661
OR1L1,ENSG00000173679
OR1L3,ENSG00000171481
OR1M1,ENSG00000170929
OR1N1,ENSG00000171505
OR1Q1,ENSG00000165202
OR1S1,ENSG00000280204
OR1S2,ENSG00000197887
OR1X5P,ENSG00000214351
OR2A1,ENSG00000221970
OR2A13P,ENSG00000273234
OR2A14,ENSG00000221938
OR2A15P,ENSG00000239981
OR2A2,ENSG00000221989
OR2A25,ENSG00000221933
OR2A3P,ENSG00000183122
OR2A4,ENSG00000180658
OR2A41P,ENSG00000239967
OR2A5,ENSG00000221836
OR2A9P,ENSG00000228960
OR2AF1P,ENSG00000235730
OR2AG1,ENSG00000279486
OR2AG2,ENSG00000188124
OR2AH1P,ENSG00000232511
OR2AI1P,ENSG00000236791
OR2AJ1,ENSG00000177275
OR2AM1P,ENSG00000236110
OR2AS1P,ENSG00000227102
OR2AT1P,ENSG00000254475
OR2B3,ENSG00000204703
OR2B6,ENSG00000124657
OR2BH1P,ENSG00000272882
OR2C1,ENSG00000168158
OR2D3,ENSG00000178358
OR2E1P,ENSG00000219262
OR2G1P,ENSG00000213911
OR2G2,ENSG00000177489
OR2H5P,ENSG00000232173
OR2J2,ENSG00000204700
OR2J3,ENSG00000204701
OR2J4P,ENSG00000224233
OR2L1P,ENSG00000224227
OR2L5,ENSG00000197454
OR2L9P,ENSG00000237492
OR2M2,ENSG00000198601
OR2M3,ENSG00000228198
OR2M5,ENSG00000162727
OR2P1P,ENSG00000236909
OR2Q1P,ENSG00000273377
OR2S2,ENSG00000278889
OR2T1,ENSG00000175143
OR2T10,ENSG00000184022
OR2T12,ENSG00000177201
OR2T27,ENSG00000187701
OR2T29,ENSG00000182783
OR2T3,ENSG00000196539
OR2T35,ENSG00000177151
OR2T4,ENSG00000196944
OR2T5,ENSG00000203661
OR2T6,ENSG00000198104
OR2T7,ENSG00000227152
OR2T8,ENSG00000177462
OR2U1P,ENSG00000204697
OR2U2P,ENSG00000242524
OR2V1,ENSG00000185372
OR2V2,ENSG00000182613
OR2W4P,ENSG00000216629
OR2W5,ENSG00000203664
OR2W6P,ENSG00000168126
OR2Z1,ENSG00000181733
OR3A1,ENSG00000180090
OR3A2,ENSG00000221882
OR3A4P,ENSG00000180068
OR3B1P,ENSG00000237619
